Gene Symbol,-2_diff,-1_diff,0_diff,1_diff,2_diff
AKIRIN2-AS1,0.0,11.43,-14.04,2.61,0.0
AKNA,0.17,1.26,-10.7,8.95,0.32
AKNAD1,-0.2,-31.67,21.27,10.79,-0.2
AKR1A1,0.0,-31.84,21.2,10.46,0.17
AKR1B1,0.0,-0.09,-48.5,48.95,-0.37
AKR1B10,0.0,-0.09,-48.5,48.95,-0.37
AKR1B15,0.0,-0.09,-48.5,48.95,-0.37
AKR1C1,0.17,65.42,-55.36,-9.55,-0.68
AKR1C2,0.17,65.42,-55.36,-9.55,-0.68
AKR1C3,0.17,65.22,-55.36,-9.55,-0.48
AKR1C4,0.34,65.05,-55.55,-9.36,-0.48
AKR1CL1,0.17,65.22,-55.36,-9.55,-0.48
AKR1D1,0.0,0.08,-47.96,48.22,-0.34
AKR1E2,-0.03,65.61,-55.36,-9.75,-0.48
AKR7A2,0.17,-27.73,17.58,10.0,-0.03
AKR7A2P1,-0.2,-31.15,21.1,10.24,0.0
AKR7A3,0.17,-28.07,17.76,10.17,-0.03
AKR7L,0.17,-28.07,17.76,10.17,-0.03
AKT1,0.34,6.25,-10.68,3.81,0.27
AKT1S1,-0.81,-32.16,9.29,23.51,0.17
AKT2,-0.2,-34.11,8.02,26.55,-0.26
AKT3,-0.42,-1.56,-8.83,9.27,1.52
AKTIP,0.0,12.21,-14.88,2.67,0.0
ALAD,0.0,1.75,-10.88,9.15,-0.03
ALAS1,-0.98,0.84,-8.07,8.21,0.0
ALB,-0.59,-6.79,3.91,3.3,0.17
ALCAM,-0.59,0.88,-9.18,8.91,-0.03
ALDH16A1,-0.98,-31.74,9.41,22.99,0.32
ALDH18A1,0.0,66.33,-66.65,0.34,-0.03
ALDH1A1,0.34,3.0,-11.51,8.0,0.17
ALDH1A2,0.0,8.98,-11.64,2.66,0.0
ALDH1A3,-0.22,9.14,-10.56,1.82,-0.2
ALDH1B1,0.17,14.21,-20.92,6.37,0.17
ALDH1L1,-0.59,2.65,-11.27,9.21,0.0
ALDH1L2,0.34,-2.02,-3.53,5.07,0.14
ALDH2,-0.44,-1.24,-3.56,5.43,-0.2
ALDH3A1,0.17,8.55,-13.97,5.26,-0.03
ALDH3A2,0.17,8.38,-13.97,5.43,-0.03
ALDH3B1,0.34,13.42,-6.31,-7.6,0.14
ALDH3B2,0.34,13.22,-6.28,-7.23,-0.05
ALDH4A1,0.0,-28.06,17.05,10.86,0.14
ALDH5A1,0.0,6.77,-9.77,2.66,0.34
ALDH6A1,-0.03,6.64,-10.12,3.34,0.17
ALDH7A1,0.17,-1.12,-4.72,5.67,0.0
ALDH8A1,-0.22,13.8,-16.38,2.8,0.0
ALDH9A1,0.0,-0.29,-9.21,9.69,-0.2
ALDOA,0.17,9.51,-13.64,3.96,0.0
ALDOB,0.0,2.14,-11.12,9.0,-0.03
ALDOC,-0.2,7.32,-13.47,6.17,0.17
ALG1,0.0,8.73,-13.45,4.38,0.34
ALG10,0.32,3.34,-7.51,4.45,-0.61
ALG10B,0.32,3.34,-7.51,4.45,-0.61
ALG11,0.03,14.91,-15.78,0.66,0.17
ALG12,1.08,21.79,-22.28,-0.38,-0.22
ALG14,0.0,-30.31,19.9,10.44,-0.03
ALG1L,-0.59,2.46,-11.1,9.24,0.0
ALG1L2,-0.39,2.3,-11.49,9.41,0.17
ALG2,0.0,2.34,-10.78,8.83,-0.39
ALG3,0.0,-0.59,-13.55,12.72,1.43
ALG5,-0.44,11.65,-11.93,0.94,-0.22
ALG6,0.17,-32.57,21.05,11.35,0.0
ALG8,0.0,12.6,-5.81,-7.48,0.69
ALG9,0.0,11.7,-1.85,-9.63,-0.22
ALK,0.0,3.08,-6.33,2.9,0.34
ALKBH1,0.14,5.23,-8.92,3.53,0.0
ALKBH2,-0.25,-1.82,-2.83,4.91,-0.03
ALKBH3,0.52,6.05,-2.73,-3.84,0.0
ALKBH4,0.0,0.44,-49.23,49.06,-0.26
ALKBH5,0.17,9.12,-14.2,4.75,0.17
ALKBH6,0.0,-33.39,4.59,29.06,-0.26
ALKBH7,0.0,2.79,-18.08,16.69,-1.4
ALKBH8,0.0,12.18,-2.02,-9.55,-0.61
ALLC,-0.2,1.86,-4.18,2.41,0.1
ALMS1,0.0,2.76,-5.21,2.44,0.0
ALMS1P,0.0,2.76,-5.21,2.44,0.0
ALOX12,-0.2,12.51,-14.72,2.62,-0.2
ALOX12B,-0.2,12.01,-14.71,3.28,-0.39
ALOX12P2,-0.2,12.68,-14.9,2.62,-0.2
ALOX15,0.0,12.29,-14.68,2.59,-0.2
ALOX15B,-0.2,12.01,-14.71,3.28,-0.39
ALOX15P1,-0.2,12.51,-14.71,2.42,-0.03
ALOX5,0.0,65.16,-64.4,-0.54,-0.22
ALOX5AP,-0.44,10.68,-11.07,1.43,-0.61
ALOXE3,-0.2,12.01,-14.71,3.28,-0.39
ALPI,-2.83,1.06,-1.08,2.85,0.0
ALPK1,-0.03,-9.73,6.3,3.27,0.17
ALPK2,0.0,-1.13,-5.33,6.85,-0.39
ALPK3,0.17,9.09,-11.88,2.63,-0.03
ALPL,0.17,-27.29,16.97,9.46,0.69
ALPP,-2.83,1.06,-1.08,2.85,0.0
ALPPL2,-2.83,1.06,-1.08,2.85,0.0
ALS2,0.17,1.78,-4.59,2.63,0.0
ALS2CL,-0.81,0.52,-6.52,6.8,0.0
ALS2CR11,0.17,1.78,-4.59,2.63,0.0
ALS2CR12,0.17,1.98,-4.79,2.63,0.0
ALS2CR8,0.17,1.98,-4.79,2.63,0.0
ALX1,0.32,-1.06,-4.86,5.63,-0.03
ALX3,-0.2,-31.5,20.95,10.57,0.17
ALX4,0.69,6.39,-3.05,-3.84,-0.2
ALYREF,-0.39,7.77,-10.87,4.87,-1.37
AMACR,0.17,0.58,-6.46,6.1,-0.39
AMBN,-0.42,-6.6,3.54,3.3,0.17
AMBP,0.17,1.26,-10.53,8.95,0.14
AMBRA1,0.66,6.47,-3.62,-3.68,0.17
AMD1,0.0,11.39,-14.17,2.61,0.17
AMDHD1,0.17,-2.1,-3.34,5.28,-0.03
AMDHD2,0.17,9.04,-14.63,4.9,0.52
AMFR,0.17,11.48,-13.93,2.28,0.0
AMH,0.17,1.36,-20.1,19.19,-0.63
AMHR2,-0.59,-0.72,-4.96,5.94,0.32
AMICA1,0.0,11.15,1.52,-10.31,-2.37
AMIGO1,-0.2,-31.67,21.32,10.93,-0.39
AMIGO2,-0.64,0.17,-5.58,6.07,-0.03
AMIGO3,-0.98,1.77,-7.72,7.13,-0.2
AMMECR1L,0.0,3.18,-5.61,2.44,0.0
AMN,0.17,6.58,-9.99,3.27,-0.03
AMN1,0.34,2.89,-8.44,5.08,0.13
AMOTL1,0.0,12.26,-3.19,-8.82,-0.25
AMOTL2,-0.2,2.5,-12.04,9.55,0.17
AMPD1,-0.2,-31.12,21.05,10.1,0.17
AMPD2,-0.2,-31.67,21.32,10.93,-0.39
AMPD3,-1.83,3.0,1.95,-2.73,-0.39
AMPH,0.0,0.77,-56.71,55.99,-0.05
AMT,-0.78,1.4,-8.44,8.01,-0.2
AMTN,-0.42,-6.77,3.72,3.3,0.17
AMY1A,-0.2,-30.98,20.76,10.44,-0.03
AMY1B,-0.2,-30.98,20.76,10.44,-0.03
AMY1C,-0.2,-30.98,20.76,10.44,-0.03
AMY2A,-0.2,-30.98,20.76,10.44,-0.03
AMY2B,-0.2,-30.98,20.76,10.44,-0.03
AMZ1,-0.98,-1.24,-55.63,57.21,0.64
AMZ2,0.0,4.57,-9.87,6.11,-0.81
AMZ2P1,0.0,4.91,-9.87,5.77,-0.81
ANAPC1,0.17,3.2,-6.18,2.8,0.0
ANAPC10,-1.42,-10.43,7.65,4.2,0.0
ANAPC11,-0.39,7.77,-10.87,4.87,-1.37
ANAPC13,-0.2,2.33,-11.69,9.38,0.17
ANAPC16,0.17,67.13,-67.2,-0.09,0.0
ANAPC2,0.0,3.12,-10.74,8.07,-0.46
ANAPC4,0.0,-2.31,-0.82,3.32,-0.2
ANAPC5,0.0,-0.65,-2.61,3.87,-0.61
ANAPC7,-0.61,-1.63,-2.66,4.91,-0.03
ANG,0.0,17.15,-18.93,2.75,-0.98
ANGEL1,0.14,6.09,-10.47,4.22,0.0
ANGEL2,0.17,1.88,-11.13,8.91,0.17
ANGPT1,0.0,5.63,1.9,-5.71,-1.81
ANGPT2,0.0,7.2,-7.99,0.45,0.34
ANGPT4,-0.2,1.82,-31.81,30.39,-0.22
ANGPTL1,0.0,-0.13,-9.04,9.18,0.0
ANGPTL2,0.0,2.64,-11.47,8.88,-0.05
ANGPTL3,0.17,-32.57,21.22,11.18,0.0
ANGPTL4,0.0,2.15,-20.39,19.29,-1.05
ANGPTL5,-0.2,12.58,-2.02,-9.94,-0.42
ANGPTL6,0.0,1.65,-19.48,18.72,-0.9
ANGPTL7,-0.2,-25.66,14.64,10.88,0.34
ANK1,0.0,7.47,-6.59,-0.49,-0.39
ANK2,-0.42,-9.38,5.1,4.35,0.34
ANK3,0.0,67.15,-66.47,-0.65,-0.03
ANKAR,0.17,1.98,-4.98,2.83,0.0
ANKDD1A,0.0,8.28,-11.43,3.15,0.0
ANKFN1,0.0,3.79,-9.7,6.13,-0.22
ANKFY1,0.0,12.29,-14.33,2.25,-0.2
ANKH,0.0,-0.63,-5.63,6.1,0.17
ANKHD1,0.0,-0.58,-5.24,6.02,-0.2
ANKHD1-EIF4EBP3,0.0,-0.58,-5.24,6.02,-0.2
ANKIB1,0.17,0.27,-53.49,51.06,1.99
ANKK1,0.0,11.5,-0.73,-10.36,-0.42
ANKLE1,0.0,2.39,-20.31,18.31,-0.39
ANKLE2,-0.03,1.02,-2.98,2.81,-0.83
ANKMY1,-3.42,-0.5,0.88,3.05,0.0
ANKMY2,0.0,0.52,-56.51,55.87,0.13
ANKRA2,0.0,0.68,-6.71,6.02,0.0
ANKRD1,0.34,64.76,-65.57,0.13,0.34
ANKRD10,0.17,9.55,-11.18,1.9,-0.44
ANKRD11,0.69,12.22,-16.43,3.52,0.0
ANKRD12,0.0,-0.25,-4.43,4.68,0.0
ANKRD13A,-0.61,-1.63,-3.17,5.26,0.14
ANKRD13B,-0.2,7.45,-13.22,5.8,0.17
ANKRD13C,0.0,-30.81,20.15,10.49,0.17
ANKRD13D,0.0,12.9,-6.36,-6.15,-0.39
ANKRD16,0.34,64.86,-55.72,-9.02,-0.46
ANKRD17,-0.59,-6.6,3.72,3.3,0.17
ANKRD18A,0.17,13.11,-20.02,6.57,0.17
ANKRD18B,0.0,15.06,-23.02,7.79,0.17
ANKRD18DP,-1.4,1.48,-11.46,10.74,0.64
ANKRD19P,0.0,2.14,-11.14,8.86,0.14
ANKRD2,-0.39,65.74,-65.83,0.14,0.34
ANKRD20A1,0.69,11.59,-18.65,6.03,0.34
ANKRD20A11P,0.13,1.43,-7.61,5.72,0.34
ANKRD20A2,0.69,11.59,-18.65,6.03,0.34
ANKRD20A3,0.69,11.59,-18.65,6.03,0.34
ANKRD20A4,0.69,11.59,-18.65,6.03,0.34
ANKRD20A5P,0.0,-1.43,-3.99,5.6,-0.2
ANKRD20A8P,0.0,2.86,-5.49,2.46,0.17
ANKRD20A9P,0.03,7.1,-9.61,2.7,-0.22
ANKRD22,4.08,62.23,-66.26,-0.22,0.17
ANKRD23,0.0,2.68,-5.3,2.44,0.17
ANKRD24,0.17,1.34,-19.27,18.65,-0.9
ANKRD26,0.17,67.31,-58.49,-8.97,-0.03
ANKRD26P1,0.34,11.4,-14.38,2.64,0.0
ANKRD26P3,-0.46,7.62,-9.44,2.7,-0.42
ANKRD27,0.17,-32.7,3.01,29.57,-0.05
ANKRD28,0.34,1.52,-7.0,5.56,-0.42
ANKRD29,-0.2,-1.99,-4.64,6.66,0.17
ANKRD30A,-0.2,66.06,-58.09,-7.19,-0.59
ANKRD30B,-0.2,-1.29,-4.3,5.78,0.0
ANKRD30BL,0.0,3.15,-5.42,2.1,0.17
ANKRD30BP2,0.13,1.43,-7.61,5.72,0.34
ANKRD31,0.17,0.32,-6.51,6.02,0.0
ANKRD32,0.34,-0.46,-5.34,5.46,0.0
ANKRD33,-0.22,-0.55,-5.85,6.12,0.49
ANKRD33B,-0.39,0.42,-6.1,6.46,-0.39
ANKRD34A,0.0,-14.05,4.22,9.86,-0.03
ANKRD34B,0.17,0.15,-5.92,5.43,0.17
ANKRD34C,-0.03,8.89,-11.71,2.83,0.0
ANKRD35,0.0,-14.05,4.22,9.86,-0.03
ANKRD36,0.0,2.68,-5.49,2.63,0.17
ANKRD36B,0.0,2.68,-5.49,2.63,0.17
ANKRD36BP1,0.17,-0.29,-9.43,9.55,0.0
ANKRD36BP2,0.0,2.81,-5.25,2.44,0.0
ANKRD37,-2.61,-8.31,6.56,4.37,0.0
ANKRD39,0.0,2.68,-5.3,2.44,0.17
ANKRD40,0.0,4.13,-11.63,7.33,0.17
ANKRD42,-0.2,12.07,-3.91,-8.29,0.32
ANKRD44,0.17,1.61,-4.96,3.18,0.0
ANKRD45,0.0,0.06,-9.77,9.72,0.0
ANKRD46,0.0,5.8,0.92,-5.54,-1.17
ANKRD49,0.0,12.26,-3.41,-8.8,-0.05
ANKRD5,0.0,1.52,-31.38,30.25,-0.39
ANKRD50,-0.42,-8.82,5.6,3.47,0.17
ANKRD52,-0.22,-0.15,-6.16,5.9,0.64
ANKRD53,0.17,3.25,-5.86,2.27,0.17
ANKRD54,0.0,21.91,-22.52,1.0,-0.39
ANKRD55,0.17,1.0,-7.32,6.14,0.0
ANKRD6,0.0,11.04,-13.45,2.61,-0.2
ANKRD62P1-PARP4P3,-0.22,20.43,-22.24,2.22,-0.2
ANKRD63,-0.03,13.74,-16.12,2.24,0.17
ANKRD65,-0.64,-22.84,11.91,11.08,0.49
ANKRD7,0.0,-0.12,-47.71,48.15,-0.31
ANKRD9,0.17,6.55,-9.97,3.27,-0.03
ANKS1A,0.0,8.36,-11.02,3.07,-0.42
ANKS1B,0.17,-1.33,-4.05,5.07,0.14
ANKS3,0.0,8.7,-13.89,4.85,0.34
ANKS4B,0.34,10.87,-15.36,4.16,0.0
ANKS6,0.0,2.31,-10.95,8.83,-0.2
ANKUB1,-0.2,0.74,-11.52,10.29,0.69
ANKZF1,-0.03,1.39,-3.66,2.29,0.0
ANLN,0.0,0.77,-57.23,56.37,0.1
ANO1,0.17,12.38,-5.08,-7.62,0.14
ANO10,-0.42,1.26,-8.14,7.13,0.17
ANO2,0.0,5.17,-4.06,1.19,-2.3
ANO3,-0.2,3.65,-1.42,-2.04,0.0
ANO4,0.14,-1.85,-3.49,5.38,-0.2
ANO5,0.17,4.15,-2.45,-1.87,0.0
ANO6,-0.65,0.34,-5.72,5.9,0.14
ANO7,-3.98,0.7,0.24,3.05,0.0
ANO8,0.0,2.39,-20.12,18.11,-0.39
ANO9,-2.83,5.31,0.26,-2.7,-0.03
ANP32A,0.0,8.14,-10.79,2.66,0.0
ANP32A-IT1,0.0,8.14,-10.79,2.66,0.0
ANP32AP1,-0.22,15.14,-17.1,2.21,-0.03
ANP32B,0.0,2.83,-11.44,8.81,-0.2
ANP32C,-2.02,-10.19,8.38,3.83,0.0
ANP32D,-0.81,0.54,-5.26,5.55,-0.03
ANP32E,0.0,-0.24,-9.23,9.33,0.14
ANPEP,0.14,8.55,-11.13,2.27,0.17
ANTXR1,0.0,3.97,-6.04,2.27,-0.2
ANTXR2,-0.59,-7.06,4.18,3.32,0.14
ANTXRL,0.17,65.85,-64.92,-0.88,-0.22
ANXA1,0.34,2.83,-11.68,8.34,0.17
ANXA10,-2.22,-9.54,8.11,3.66,0.0
ANXA11,-0.03,66.35,-65.86,-0.61,0.14
ANXA13,0.0,6.12,2.46,-5.15,-3.42
ANXA2,0.52,7.8,-10.97,2.66,0.0
ANXA2P1,-1.62,-11.04,8.29,4.37,0.0
ANXA2P2,0.0,14.72,-22.85,7.96,0.17
ANXA2P3,0.17,67.12,-67.17,-0.09,-0.03
ANXA3,-0.39,-7.06,3.98,3.3,0.17
ANXA4,0.0,3.59,-6.21,2.61,0.0
ANXA5,-0.42,-9.34,5.79,3.98,-0.03
ANXA6,0.17,-0.56,-4.55,5.13,-0.2
ANXA7,0.17,67.11,-67.0,-0.44,0.17
ANXA8,0.17,65.85,-64.92,-0.88,-0.22
ANXA8L1,0.17,65.85,-64.92,-0.88,-0.22
ANXA8L2,0.17,65.85,-64.92,-0.88,-0.22
ANXA9,0.0,-0.41,-9.4,9.5,0.32
AOAH,0.0,0.77,-57.06,56.02,0.27
AOC2,-0.03,5.39,-11.59,6.23,0.0
AOC3,-0.03,5.56,-11.59,6.06,0.0
AOC4,-0.03,5.56,-11.59,6.06,0.0
AOX1,0.17,1.98,-4.79,2.63,0.0
AOX2P,0.17,1.98,-4.79,2.63,0.0
AP1AR,-0.03,-9.55,6.11,3.3,0.17
AP1B1,0.14,21.89,-23.69,1.69,-0.03
AP1B1P1,0.0,23.28,-24.06,1.0,-0.22
AP1G1,0.0,12.17,-14.61,2.64,-0.2
AP1G2,-0.2,16.76,-18.51,2.78,-0.83
AP1M1,0.0,2.04,-19.74,18.11,-0.42
AP1M2,0.17,1.65,-19.46,18.53,-0.9
AP1S1,0.0,0.44,-49.94,49.62,-0.12
AP1S3,-0.03,1.19,-3.46,2.29,0.0
AP2A1,-0.98,-31.81,8.94,23.68,0.17
AP2A2,-3.0,5.31,0.43,-2.7,-0.03
AP2B1,0.17,8.14,-12.79,4.51,-0.03
AP2M1,0.0,-0.59,-13.9,12.55,1.94
AP2S1,-0.78,-32.31,9.9,23.21,-0.03
AP3B1,0.17,0.54,-6.37,5.65,0.0
AP3B2,-0.03,8.55,-11.16,2.63,0.0
AP3D1,0.17,1.36,-19.73,18.65,-0.46
AP3M1,0.34,67.11,-67.0,-0.44,0.0
AP3M2,0.0,7.47,-6.59,-0.49,-0.39
AP3S1,0.0,0.03,-4.97,4.94,0.0
AP3S2,0.14,8.55,-11.13,2.27,0.17
AP4B1,-0.2,-31.32,21.44,10.07,0.0
AP4E1,0.17,10.94,-13.79,2.68,0.0
AP4M1,0.0,0.44,-50.5,49.46,0.59
AP4S1,0.0,16.57,-18.69,2.73,-0.61
APAF1,0.17,-1.13,-4.08,5.07,-0.03
APBA1,0.52,2.56,-11.59,8.34,0.17
APBA2,-0.39,12.8,-14.46,1.87,0.17
APBA3,0.17,1.34,-19.24,19.19,-1.46
APBB1,-2.61,4.05,1.48,-2.53,-0.39
APBB1IP,-0.2,67.16,-58.71,-8.4,0.14
APBB2,0.0,-1.94,-1.69,3.84,-0.2
APBB3,0.0,-0.58,-5.07,5.85,-0.2
APC,0.0,-0.51,-5.28,5.8,0.0
APC2,0.17,1.7,-20.1,19.53,-1.32
APCDD1,0.17,-0.77,-4.26,4.85,0.0
APCDD1L,0.0,2.63,-31.6,28.29,0.69
APCS,0.0,0.62,-9.75,9.33,-0.2
APEH,-0.98,1.77,-7.92,7.32,-0.2
APEX1,-0.2,17.15,-18.9,3.13,-1.17
APH1A,0.0,-0.24,-9.23,9.33,0.14
APH1B,0.0,9.31,-11.6,2.49,-0.2
API5,0.52,5.07,-1.95,-3.64,0.0
APIP,0.0,4.12,-1.86,-2.61,0.34
APITD1,-0.2,-22.27,12.11,9.68,0.69
APITD1-CORT,-0.2,-22.27,12.11,9.68,0.69
APLF,0.0,3.94,-5.99,2.07,-0.03
APLNR,0.0,11.6,-6.32,-5.08,-0.2
APLP1,0.0,-33.0,4.58,28.68,-0.26
APLP2,0.0,11.6,0.25,-10.45,-1.4
APOA1,-0.2,11.84,-0.56,-10.06,-1.03
APOA1BP,0.0,-0.07,-8.92,9.47,-0.48
APOA2,0.0,0.26,-9.23,9.18,-0.2
APOA4,-0.2,12.01,-0.92,-10.06,-0.83
APOA5,-0.2,12.01,-0.92,-10.06,-0.83
APOB,-0.03,1.44,-4.13,2.2,0.52
APOBEC1,0.0,6.03,-4.68,0.84,-2.2
APOBEC2,0.0,8.31,-10.82,2.73,-0.22
APOBEC3A,0.0,21.89,-22.83,1.36,-0.42
APOBEC3B,0.0,21.89,-22.83,1.36,-0.42
APOBEC3C,0.0,21.89,-22.66,1.0,-0.22
APOBEC3D,0.0,21.89,-22.66,1.0,-0.22
APOBEC3F,0.0,21.69,-22.47,1.0,-0.22
APOBEC3G,0.0,21.52,-22.47,1.0,-0.05
APOBEC3H,0.0,21.35,-22.3,1.0,-0.05
APOBEC4,0.0,-0.36,-9.9,10.45,-0.2
APOBR,0.17,8.92,-13.25,4.16,0.0
APOC1,-0.42,-35.82,11.9,24.37,-0.03
APOC1P1,-0.61,-36.02,12.29,24.37,-0.03
APOC2,-0.61,-35.82,12.29,24.37,-0.22
APOC3,-0.2,11.84,-0.75,-10.06,-0.83
APOC4,-0.61,-36.02,12.29,24.37,-0.03
APOC4-APOC2,-0.61,-36.02,12.29,24.37,-0.03
APOD,-1.2,3.19,-12.31,10.22,0.1
APOE,-0.42,-35.82,11.72,24.54,-0.03
APOF,-0.22,0.21,-6.36,5.73,0.64
APOH,0.0,4.57,-9.87,5.94,-0.64
APOL1,0.17,21.94,-22.74,0.83,-0.2
APOL2,0.17,21.94,-22.74,0.83,-0.2
APOL3,0.0,22.28,-22.91,0.83,-0.2
APOL4,0.17,22.11,-22.91,0.83,-0.2
APOL5,0.0,21.52,-22.49,1.56,-0.59
APOL6,-0.2,21.55,-22.32,1.56,-0.59
APOLD1,-0.03,5.08,-7.02,2.55,-0.59
APOM,0.0,7.92,-10.41,2.68,-0.2
APOPT1,0.17,7.49,-11.07,3.44,-0.03
APP,0.0,0.93,-8.12,6.84,0.34
APPBP2,0.34,4.55,-10.39,6.11,-0.61
APPL1,-0.59,0.52,-7.25,7.35,-0.03
APPL2,0.14,-2.02,-3.19,5.08,-0.03
APRT,0.86,12.05,-16.43,3.52,0.0
APTX,-0.03,15.09,-23.39,7.99,0.34
AQP1,0.0,0.22,-57.59,56.6,0.77
AQP10,0.0,-0.24,-9.04,9.33,-0.05
AQP11,0.0,12.77,-5.81,-7.31,0.34
AQP12A,-3.59,-0.33,0.9,3.22,-0.2
AQP12B,-3.59,-0.33,0.9,3.22,-0.2
AQP2,-0.81,0.38,-6.36,6.63,0.14
AQP3,0.0,15.04,-23.69,8.3,0.34
AQP4,-0.2,-1.6,-4.44,6.1,0.14
AQP5,-0.81,0.38,-6.36,6.63,0.14
AQP6,-0.81,0.21,-6.36,6.63,0.32
AQP7,0.0,15.01,-23.66,8.3,0.34
AQP7P1,0.69,11.59,-18.65,6.03,0.34
AQP7P3,0.69,11.59,-18.65,6.03,0.34
AQP8,0.17,11.33,-16.0,4.33,0.17
AQP9,0.0,8.98,-11.64,2.66,0.0
AQPEP,0.0,0.03,-4.97,4.94,0.0
AQR,-0.03,14.77,-17.13,2.21,0.17
ARAP1,0.17,13.12,-6.18,-7.09,-0.03
ARAP2,0.0,-2.14,-1.69,3.69,0.14
ARAP3,0.0,-0.63,-4.68,5.5,-0.2
ARC,-0.78,5.6,2.91,-5.23,-2.52
ARCN1,0.0,10.79,1.72,-10.51,-2.01
AREG,-0.39,-7.35,4.48,3.1,0.17
ARF1,-0.2,1.42,-9.78,8.22,0.34
ARF3,-0.64,0.37,-6.14,6.1,0.32
ARF4,-0.59,0.74,-7.64,7.52,-0.03
ARF5,0.0,-0.09,-47.91,48.0,0.0
ARF6,0.0,12.06,-14.27,2.41,-0.2
ARFGAP1,-0.39,3.1,-31.78,29.51,-0.44
ARFGAP2,0.17,7.37,-3.66,-3.88,0.0
ARFGAP3,-0.25,21.16,-21.5,0.8,-0.22
ARFGEF1,0.17,6.22,-5.93,-0.44,-0.03
ARFGEF2,0.0,1.75,-31.33,29.24,0.34
ARFIP1,-1.42,-10.89,8.11,4.2,0.0
ARFIP2,-2.44,3.88,1.65,-2.7,-0.39
ARFRP1,-0.39,2.51,-31.19,28.99,0.08
ARG1,-0.2,13.31,-15.89,2.78,0.0
ARG2,0.14,6.68,-10.88,3.88,0.17
ARGFX,-0.59,3.32,-11.64,8.74,0.17
ARGFXP2,-0.2,7.26,-12.83,5.6,0.17
ARGLU1,-0.39,8.74,-9.66,1.36,-0.05
ARHGAP1,0.34,7.16,-3.64,-3.85,0.0
ARHGAP10,-1.42,-9.81,7.2,4.03,0.0
ARHGAP11A,-0.03,13.83,-15.6,2.02,-0.22
ARHGAP11B,-0.39,12.8,-14.46,1.87,0.17
ARHGAP12,-0.2,66.97,-57.87,-8.68,-0.22
ARHGAP15,0.17,2.79,-5.57,2.61,0.0
ARHGAP17,0.17,10.96,-15.63,4.33,0.17
ARHGAP18,-0.39,13.16,-16.08,3.32,0.0
ARHGAP19,-0.2,64.98,-65.27,0.34,0.14
ARHGAP19-SLIT1,-0.2,65.49,-65.79,0.34,0.14
ARHGAP20,0.17,11.87,-2.02,-9.8,-0.22
ARHGAP21,-0.05,66.84,-58.17,-8.97,0.34
ARHGAP22,0.69,65.13,-65.09,-0.54,-0.2
ARHGAP23,0.14,7.45,-12.79,5.02,0.17
ARHGAP24,-0.22,-6.69,3.81,2.75,0.34
ARHGAP25,0.0,3.94,-6.21,2.27,0.0
ARHGAP26,0.17,-0.31,-4.6,5.13,-0.39
ARHGAP27,0.17,5.12,-11.85,6.57,0.0
ARHGAP28,0.0,-0.1,-4.57,4.68,0.0
ARHGAP29,-0.2,-29.62,19.4,10.62,-0.2
ARHGAP30,0.0,0.26,-9.23,9.18,-0.2
ARHGAP31,-0.59,2.99,-11.32,8.74,0.17
ARHGAP32,0.0,11.43,0.84,-10.48,-1.79
ARHGAP33,0.0,-33.02,4.77,28.68,-0.44
ARHGAP35,-0.78,-31.97,10.07,22.69,-0.03
ARHGAP39,-1.57,5.88,3.03,-4.64,-2.71
ARHGAP40,0.0,2.33,-31.5,28.99,0.17
ARHGAP42,0.0,12.56,-2.76,-9.58,-0.22
ARHGAP44,0.17,9.76,-14.14,4.04,0.17
ARHGAP5,0.0,16.57,-18.86,3.07,-0.78
ARHGAP5-AS1,0.0,16.57,-18.86,3.07,-0.78
ARHGAP8,-0.44,21.11,-21.28,0.8,-0.2
ARHGAP9,0.0,-0.92,-9.46,5.99,4.38
ARHGDIA,-0.39,7.6,-11.07,5.04,-1.17
ARHGDIB,0.34,6.16,-7.66,1.56,-0.39
ARHGDIG,-0.03,12.63,-16.91,3.79,0.52
ARHGEF1,-0.03,-34.55,8.78,26.21,-0.42
ARHGEF10,-0.03,7.72,-9.1,1.45,-0.05
ARHGEF10L,0.0,-28.07,16.72,11.38,-0.03
ARHGEF11,0.0,-0.43,-9.14,9.67,-0.09
ARHGEF12,0.0,11.5,1.15,-10.65,-2.01
ARHGEF15,-0.2,11.15,-14.02,3.45,-0.39
ARHGEF16,-0.81,-22.35,11.56,10.91,0.69
ARHGEF17,0.34,12.95,-5.97,-6.93,-0.39
ARHGEF18,0.0,2.47,-19.31,18.06,-1.23
ARHGEF19,0.0,-28.64,16.58,11.72,0.34
ARHGEF2,0.0,-0.24,-10.17,10.68,-0.26
ARHGEF25,0.17,-1.09,-10.18,5.99,5.09
ARHGEF26,0.17,0.74,-11.88,10.63,0.34
ARHGEF26-AS1,0.17,0.57,-11.71,10.63,0.34
ARHGEF3,-0.59,0.35,-7.25,7.52,-0.03
ARHGEF33,0.0,2.17,-4.57,2.39,0.0
ARHGEF35,0.17,0.22,-48.87,48.44,0.03
ARHGEF37,0.17,-1.07,-4.77,5.87,-0.2
ARHGEF38,-0.05,-9.26,5.85,3.49,-0.03
ARHGEF4,0.0,2.98,-5.4,2.44,-0.03
ARHGEF40,0.0,16.96,-19.39,3.44,-1.0
ARHGEF5,0.17,0.22,-48.87,48.44,0.03
ARHGEF7,0.17,9.16,-11.18,2.1,-0.25
ARID1A,0.0,-28.29,17.44,10.69,0.17
